S.No,Station,Station Code,City,Division,Zone,no.
66,Jhargram,JGM,Paschim Medinipur,Kharagpur,Howrah,20
67,Jogal,JOL,Mayurbhanj,Kharagpur,Howrah,20
68,Jugpura,JRG,Mayurbhanj,Kharagpur,Howrah,20
69,Kalaikunda,KKQ,Kharagpur,Kharagpur,Howrah,20
70,Kanimahuli,KNM,East Singhbhum,Kharagpur,Howrah,20
71,Kanthi P Halt,KATI,Purba Medinipur,Kharagpur,Howrah,20
72,Keshabpur,KSBP,Purba Medinipur,Kharagpur,Howrah,20
73,Khantapara,KHF,Nayagarh,Kharagpur,Howrah,20
74,Kharagpur Junction,KGP,Paschim Medinipur,Kharagpur,Howrah,20
75,Khatkura,KATB,Paschim Medinipur,Kharagpur,Howrah,20
76,Khemasuli,KSO,Kharagpur,Kharagpur,Howrah,20
77,Khirai,KHAI,Paschim Medinipur,Kharagpur,Howrah,20
78,Kokpara,KKPR,East Singhbhum,Kharagpur,Howrah,20
79,Kolaghat,KIG,Purba Medinipur,Kharagpur,Howrah,20
80,Kolkata Shalimar,SHM,Kolkata,Kharagpur,Howrah,20
81,Kona,KONA,Howrah,Kharagpur,Howrah,20
82,Krishnachandrapur,KCV,Mayurbhanj,Kharagpur,Howrah,20
83,Kuchai,KUCE,Mayurbhanj,Kharagpur,Howrah,20
84,Kulgachia,KGY,Howrah,Kharagpur,Howrah,20
85,Lakshannath Road,LXD,Balasore,Kharagpur,Howrah,20
86,Lavan Satyagrah Smarak P.H.,LSGS,Purba Medinipur,Kharagpur,Howrah,20
87,Madpur,MPD,Kharagpur,Kharagpur,Howrah,20
88,Mahendralal Nagar,MHLN,Howrah,Kharagpur,Howrah,20
89,Mahishadal,MSDL,Purba Medinipur,Kharagpur,Howrah,20
90,Maju P.H.,MJH,Howrah,Kharagpur,Howrah,20
91,Makardaha,MDC,Howrah,Kharagpur,Howrah,20
92,Markona,MKO,Balasore,Kharagpur,Howrah,20
93,Maurigram,MRGM,Howrah,Kharagpur,Howrah,20
94,Mecheda,MCA,Purba Medinipur,Kharagpur,Howrah,20
95,Midnapore,MDN,Paschim Medinipur,Kharagpur,Howrah,20
96,Munsirhat P.H.,MNH,Howrah,Kharagpur,Howrah,20
97,Nachinda P.H.,NCN,Purba Medinipur,Kharagpur,Howrah,20
98,Nalpur,NALR,Howrah,Kharagpur,Howrah,20
99,Nandaigajan P.H.,NDGJ,Purba Medinipur,Kharagpur,Howrah,20
100,Nandakumar P.H.,NDKR,Purba Medinipur,Kharagpur,Howrah,20
101,Narayan Pakuria Murail,NPMR,Purba Medinipur,Kharagpur,Howrah,20
102,Narayangarh,NYA,Paschim Medinipur,Kharagpur,Howrah,20
103,Nekurseni,NSI,Paschim Medinipur,Kharagpur,Howrah,20
104,Nilgiri Road,NGRD,Balasore,Kharagpur,Howrah,20
105,Nimpura Through Yard,NPTY,Paschim Medinipur,Kharagpur,Howrah,20
106,Nuagaon Mayurbhanj Road,NMBR,Balasore,Kharagpur,Howrah,20
107,Padmapukur,PDPK,Howrah,Kharagpur,Howrah,20
108,Panpana,PNPN,Balasore,Kharagpur,Howrah,20
109,Panskura Junction,PKU,Purba Medinipur,Kharagpur,Howrah,20
110,Pantihal,PTHL,Howrah,Kharagpur,Howrah,20
111,Phuleswar,FLR,Howrah,Kharagpur,Howrah,20
112,Radhamohanpur,RDU,Paschim Medinipur,Kharagpur,Howrah,20
113,Raghunathbari,RGX,Purba Medinipur,Kharagpur,Howrah,20
114,Rajalukah,RJLK,Mayurbhanj,Kharagpur,Howrah,20
115,Rajghat Halt,RGT,Balasore,Kharagpur,Howrah,20
116,Rajgoda,RGA,Purba Medinipur,Kharagpur,Howrah,20
117,Rakha Mines,RHE,East Singhbhum,Kharagpur,Howrah,20
118,Ramnagar Bengal,RMRB,Purba Medinipur,Kharagpur,Howrah,20
119,Ramrajatala,RMJ,Howrah,Kharagpur,Howrah,20
120,Ranital,RNTL,Bhadrak,Kharagpur,Howrah,20
121,Rupsa Junction,ROP,Balasore,Kharagpur,Howrah,20
122,Sabira,SZZ,Balasore,Kharagpur,Howrah,20
123,Saheed Matangini,SMTG,Purba Medinipur,Kharagpur,Howrah,20
124,Sankrail,SEL,Howrah,Kharagpur,Howrah,20
125,Santragachi Junction,SRC,Kolkata,Kharagpur,Howrah,20
126,Sardiha,SUA,Paschim Medinipur,Kharagpur,Howrah,20
127,Satish Samanta P.H.,SSPH,Purba Medinipur,Kharagpur,Howrah,20
128,Shyam Chak,SMCK,Kharagpur,Kharagpur,Howrah,20
129,Sitalpur Bengal,STLB,Purba Medinipur,Kharagpur,Howrah,20
130,Soro,SORO,Balasore,Kharagpur,Howrah,20
131,Sujalpur,SJPA,Purba Medinipur,Kharagpur,Howrah,20
132,Tamluk,TMZ,Purba Medinipur,Kharagpur,Howrah,20
133,Thakurtola,TKH,Mayurbhanj,Kharagpur,Howrah,20
134,Tikiapara,TPKR,Howrah,Kharagpur,Howrah,20
135,Tikirapal Halt,TKPL,Balasore,Kharagpur,Howrah,20
136,Tikra P.H.,TKRA,Purba Medinipur,Kharagpur,Howrah,20
137,Uluberia,ULB,Howrah,Kharagpur,Howrah,20
1,Akashi,AKZ,Lohardaga,Ranchi,Howrah,21
2,Argora,AOR,Ranchi,Ranchi,Howrah,21
3,Bakarkudi,BKKI,West Singhbhum,Ranchi,Howrah,21
4,Bakaspur,BKPR,Ranchi,Ranchi,Howrah,21
5,Balasiring,BLRG,Ranchi,Ranchi,Howrah,21
6,Bano,BANO,Gumla,Ranchi,Howrah,21
7,Barkichanpi,BICI,Lohardaga,Ranchi,Howrah,21
8,Barkipona,BRKP,Ramgarh,Ranchi,Howrah,21
9,Barlanga,BLNG,Purulia,Ranchi,Howrah,21
10,Begunkodor,BKDR,Purulia,Ranchi,Howrah,21
11,Gangaghat,GAG,Ranchi,Ranchi,Howrah,21
12,Gautamdhara,GATD,Giridih,Ranchi,Howrah,21
13,Gola Road,GRE,Hazaribag,Ranchi,Howrah,21
14,Goonda Bihar,GDBR,Seraikela Kharsawan,Ranchi,Howrah,21
15,Govindpur Road,GBX,Khunti,Ranchi,Howrah,21
16,Harubera,HRBR,Hazaribag,Ranchi,Howrah,21
17,Haslang P.H.,HNSL,Purulia,Ranchi,Howrah,21
18,Hatia,HTE,Ranchi,Ranchi,Howrah,21
19,Illoo,ILO,Purulia,Ranchi,Howrah,21
20,Irgaon,IRN,Lohardaga,Ranchi,Howrah,21
21,Itky,ITKY,Ranchi,Ranchi,Howrah,21
22,Jhalida,JAA,Purulia,Ranchi,Howrah,21
23,Jhimri,JHMR,West Singhbhum,Ranchi,Howrah,21
24,Jonha,JON,Ranchi,Ranchi,Howrah,21
25,Kanaroan,KNRN,Gumla,Ranchi,Howrah,21
26,Karra,KRRA,Ranchi,Ranchi,Howrah,21
27,Kita,KITA,Ranchi,Ranchi,Howrah,21
28,Kurkura,KRKR,Simdega,Ranchi,Howrah,21
29,Latemda,LTMD,Seraikela Kharsawan,Ranchi,Howrah,21
30,Lodhma,LOM,Ranchi,Ranchi,Howrah,21
31,Lohardaga,LAD,Lohardaga,Ranchi,Howrah,21
32,Mael,MAEL,Hazaribag,Ranchi,Howrah,21
33,Mahabuang,MCZ,Simdega,Ranchi,Howrah,21
34,Muri Junction,MURI,Ranchi,Ranchi,Howrah,21
35,Nagjua,NJA,Ranchi,Ranchi,Howrah,21
36,Namkon,NKM,Ranchi,Ranchi,Howrah,21
37,Narkopi,NRKP,Ranchi,Ranchi,Howrah,21
38,Orga,ORGA,Simdega,Ranchi,Howrah,21
39,Pakra,PKC,Gumla,Ranchi,Howrah,21
40,Parbatonia,PBB,West Singhbhum,Ranchi,Howrah,21
41,Piska,PIS,Ranchi,Ranchi,Howrah,21
42,Pokla,PKF,Gumla,Ranchi,Howrah,21
43,Ramgarh Cantonment,RMT,Ramgarh,Ranchi,Howrah,21
44,Ranchi Junction,RNC,Ranchi,Ranchi,Howrah,21
45,Silli,SLF,Ranchi,Ranchi,Howrah,21
46,Sondimra,SND,Ramgarh,Ranchi,Howrah,21
47,Suisa,SSIA,Purulia,Ranchi,Howrah,21
48,Tangarbasuli,TGB,Ranchi,Ranchi,Howrah,21
49,Tati,TATI,Ranchi,Ranchi,Howrah,21
50,Tatisilwai,TIS,Ranchi,Ranchi,Howrah,21
51,Tiruldih,TUL,Seraikela Kharsawan,Ranchi,Howrah,21
52,Torang,TRAN,Purulia,Ranchi,Howrah,21
53,Tulin,THO,Purulia,Ranchi,Howrah,21
1,Aler,ALER,Nalgonda,Secunderabad,Secunderabad,22
2,Ambika Rohina,AMBR,Latur,Secunderabad,Secunderabad,22
3,Anksapur,AKSP,Nizamabad,Secunderabad,Secunderabad,22
4,Armur,ARMU,Nizamabad,Secunderabad,Secunderabad,22
5,Asifabad Road,ASAF,Adilabad,Secunderabad,Secunderabad,22
6,Aswapuram,AWM,Khammam,Secunderabad,Secunderabad,22
7,Begampet,BMT,Hyderabad,Secunderabad,Secunderabad,22
8,Belampalli,BPA,Adilabad,Secunderabad,Secunderabad,22
9,Bethampurdi,BTPD,Khammam,Secunderabad,Secunderabad,22
10,Bhadrachalam Road,BDCR,Khammam,Secunderabad,Secunderabad,22
11,Bhalki,BHLK,Bidar,Secunderabad,Secunderabad,22
12,Bharat Nagar,BTNR,Hyderabad,Secunderabad,Secunderabad,22
13,Bhongir,BG,Nalgonda,Secunderabad,Secunderabad,22
14,Bibinagar Junction,BN,Nalgonda,Secunderabad,Secunderabad,22
15,Bidar,BIDR,Bidar,Secunderabad,Secunderabad,22
16,Bisugir Sharif,BGSF,Karimnagar,Secunderabad,Secunderabad,22
17,Bona Kalu,BKL,Khammam,Secunderabad,Secunderabad,22
18,Borabanda,BRBD,Hyderabad,Secunderabad,Secunderabad,22
19,Chakur,CKX,Latur,Secunderabad,Secunderabad,22
20,Chandanagar,CDNR,Hyderabad,Secunderabad,Secunderabad,22
21,Charlapalli,CHZ,Ranga Reddy,Secunderabad,Secunderabad,22
22,Cheruvu Madhavaram,CVV,Krishna,Secunderabad,Secunderabad,22
23,Chimal Pahad,CMW,Khammam,Secunderabad,Secunderabad,22
24,Chinta Kani,CKN,Khammam,Secunderabad,Secunderabad,22
25,Chintalpalli,CLE,Warangal,Secunderabad,Secunderabad,22
26,Chitgidda,CTF,Ranga Reddy,Secunderabad,Secunderabad,22
27,Chitta,CHTT,Bidar,Secunderabad,Secunderabad,22
28,Chittapur,CT,Gulbarga,Secunderabad,Secunderabad,22
29,Dharur,DRR,Ranga Reddy,Secunderabad,Secunderabad,22
30,Dornakal Junction,DKJ,Warangal,Secunderabad,Secunderabad,22
31,Errupalem,YP,Khammam,Secunderabad,Secunderabad,22
32,Fatehnagar,FNB,Hyderabad,Secunderabad,Secunderabad,22
33,Gajulagudem,GLE,Khammam,Secunderabad,Secunderabad,22
34,Gandhipuram Halt,GHPU,Khammam,Secunderabad,Secunderabad,22
35,Gangadhara,GDRA,Karimnagar,Secunderabad,Secunderabad,22
36,Gangineni,GNN,Krishna,Secunderabad,Secunderabad,22
37,Garla,GLA,Khammam,Secunderabad,Secunderabad,22
38,Ghanpur,GNP,Warangal,Secunderabad,Secunderabad,22
39,Ghat Nandur,GTU,Beed,Secunderabad,Secunderabad,22
40,Ghatkesar,GT,Ranga Reddy,Secunderabad,Secunderabad,22
41,Godamgura,GDQ,Ranga Reddy,Secunderabad,Secunderabad,22
42,Gullaguda,GGD,Ranga Reddy,Secunderabad,Secunderabad,22
43,Gundratimadugu,GUU,Warangal,Secunderabad,Secunderabad,22
44,Hafizpet,HFZ,Hyderabad,Secunderabad,Secunderabad,22
45,Halakatta,HLKT,Gulbarga,Secunderabad,Secunderabad,22
46,Halbarga,HBU,Bidar,Secunderabad,Secunderabad,22
47,Hallikhed,HLKH,Bidar,Secunderabad,Secunderabad,22
48,Hasanparthi Road,HSP,Warangal,Secunderabad,Secunderabad,22
49,Her,HER,Latur,Secunderabad,Secunderabad,22
50,Hi-Tech City,HTCY,Hyderabad,Secunderabad,Secunderabad,22
51,Homnabad,HMBD,Bidar,Secunderabad,Secunderabad,22
52,Hyderabad Deccan Nampally,HYB,Hyderabad,Secunderabad,Secunderabad,22
53,Intakanne,INK,Warangal,Secunderabad,Secunderabad,22
54,James Street,JET,Secunderabad,Secunderabad,Secunderabad,22
55,Jammikunta,JMKT,Karimnagar,Secunderabad,Secunderabad,22
56,Jangaon,ZN,Warangal,Secunderabad,Secunderabad,22
57,Janwal,JOA,Latur,Secunderabad,Secunderabad,22
58,Kalgupur,KCP,Bidar,Secunderabad,Secunderabad,22
59,Kamalnagar,KMNR,Bidar,Secunderabad,Secunderabad,22
60,Kanaji,KNAG,Bidar,Secunderabad,Secunderabad,22
61,Karepalli,KRA,Khammam,Secunderabad,Secunderabad,22
62,Karepur,KRPR,Latur,Secunderabad,Secunderabad,22
63,Karimnagar,KRMR,Karimnagar,Secunderabad,Secunderabad,22
64,Kazipet E Cabin,KZJE,Warangal,Secunderabad,Secunderabad,22
65,Kazipet F Cabin,KZJF,Warangal,Secunderabad,Secunderabad,22
66,Kazipet Junction,KZJ,Warangal,Secunderabad,Secunderabad,22
67,Kesamudram,KDM,Warangal,Secunderabad,Secunderabad,22
68,Khairatabad,KQD,Hyderabad,Secunderabad,Secunderabad,22
69,Khammam,KMT,Khammam,Secunderabad,Secunderabad,22
70,Khanapur Deccan Junction,KHNP,Bidar,Secunderabad,Secunderabad,22
71,Kohir Deccan,KOHR,Medak,Secunderabad,Secunderabad,22
72,Kolanoor,KOLR,Karimnagar,Secunderabad,Secunderabad,22
73,Korutla,KRLA,Karimnagar,Secunderabad,Secunderabad,22
74,Kothapalli,KPHI,Karimnagar,Secunderabad,Secunderabad,22
75,Kottapally,KYOP,Karimnagar,Secunderabad,Secunderabad,22
76,Kumtha Khurd,KTKR,Latur,Secunderabad,Secunderabad,22
77,Kurgunta,KQT,Gulbarga,Secunderabad,Secunderabad,22
78,Lakdikapul,LKPL,Hyderabad,Secunderabad,Secunderabad,22
79,Latur Road Junction,LTRR,Latur,Secunderabad,Secunderabad,22
80,Lingampalli,LPI,Ranga Reddy,Secunderabad,Secunderabad,22
81,Lingampet - Jagityal,LPJL,Karimnagar,Secunderabad,Secunderabad,22
82,Madhira,MDR,Khammam,Secunderabad,Secunderabad,22
83,Mahbubabad,MABD,Warangal,Secunderabad,Secunderabad,22
84,Mailaram,MWY,Ranga Reddy,Secunderabad,Secunderabad,22
85,Makudi,MKDI,Chandrapur,Secunderabad,Secunderabad,22
86,Malkhaid Road,MQR,Gulbarga,Secunderabad,Secunderabad,22
87,Mallemadugu,MLMG,Khammam,Secunderabad,Secunderabad,22
88,Mallial Nukapalli,NPML,Karimnagar,Secunderabad,Secunderabad,22
89,Mamidipalle,MIDP,Nizamabad,Secunderabad,Secunderabad,22
90,Mancherial,MCI,Adilabad,Secunderabad,Secunderabad,22
91,Mandamari,MMZ,Adilabad,Secunderabad,Secunderabad,22
92,Manikgarh,MAGH,Chandrapur,Secunderabad,Secunderabad,22
93,Mantatti,MVH,Ranga Reddy,Secunderabad,Secunderabad,22
94,Manuguru,MUGR,Khammam,Secunderabad,Secunderabad,22
95,Marpalli,MRF,Ranga Reddy,Secunderabad,Secunderabad,22
96,Matalkunta,MTV,Medak,Secunderabad,Secunderabad,22
97,Medipalli,MDPLI,Karimnagar,Secunderabad,Secunderabad,22
98,Metpally,MTPI,Karimnagar,Secunderabad,Secunderabad,22
99,Morthad,MRTD,Nizamabad,Secunderabad,Secunderabad,22
100,Motimari,MTMI,Khammam,Secunderabad,Secunderabad,22
101,Moula-Ali,MLY,Secunderabad,Secunderabad,Secunderabad,22
102,Murti,MRTY,Beed,Secunderabad,Secunderabad,22
103,Nagalapalli,NPL,Medak,Secunderabad,Secunderabad,22
104,Nagalwancha,NVC,Khammam,Secunderabad,Secunderabad,22
105,Nageshwadi Halt,NGHW,Latur,Secunderabad,Secunderabad,22
106,Nandagaon Halli,NGNH,Bidar,Secunderabad,Secunderabad,22
107,Nature Cure Hospital,NCHS,Hyderabad,Secunderabad,Secunderabad,22
108,Nawandgi,NAW,Ranga Reddy,Secunderabad,Secunderabad,22
109,Necklace Road,NLRD,Hyderabad,Secunderabad,Secunderabad,22
110,Nekonda,NKD,Warangal,Secunderabad,Secunderabad,22
111,Odela,OEA,Karimnagar,Secunderabad,Secunderabad,22
112,Pandillapalli,PNDP,Khammam,Secunderabad,Secunderabad,22
113,Pandurangapuram,PGP,Khammam,Secunderabad,Secunderabad,22
114,Pangaon,PNF,Latur,Secunderabad,Secunderabad,22
115,Papatapalli,PPY,Khammam,Secunderabad,Secunderabad,22
116,Parli Vaijnath,PRLI,Beed,Secunderabad,Secunderabad,22
117,Peddampet,PPZ,Karimnagar,Secunderabad,Secunderabad,22
118,Peddapalli Junction,PDPL,Karimnagar,Secunderabad,Secunderabad,22
119,Pembarti,PBP,Warangal,Secunderabad,Secunderabad,22
120,Pindial,PQL,Warangal,Secunderabad,Secunderabad,22
121,Pocharam,PCZ,Khammam,Secunderabad,Secunderabad,22
122,Podur,PUDR,Karimnagar,Secunderabad,Secunderabad,22
123,Potkapalli,PTKP,Karimnagar,Secunderabad,Secunderabad,22
124,Raghavapuram,RGPM,Karimnagar,Secunderabad,Secunderabad,22
125,Raghunathpalli,RGP,Warangal,Secunderabad,Secunderabad,22
126,Raigir,RAG,Nalgonda,Secunderabad,Secunderabad,22
127,Ramagundam,RDM,Karimnagar,Secunderabad,Secunderabad,22
128,Ravindrakhani,RVKH,Adilabad,Secunderabad,Secunderabad,22
129,Ravulapalli Kalan,RPK,Ranga Reddy,Secunderabad,Secunderabad,22
130,Rechni Road,RECH,Adilabad,Secunderabad,Secunderabad,22
131,Rukmapur,RMY,Ranga Reddy,Secunderabad,Secunderabad,22
132,Sadashivapet Road,SSPD,Ranga Reddy,Secunderabad,Secunderabad,22
133,Sanathnagar,SNF,Hyderabad,Secunderabad,Secunderabad,22
134,Sanjivaiah Park,SJVP,Hyderabad,Secunderabad,Secunderabad,22
135,Secunderabad Junction,SC,Secunderabad,Secunderabad,Secunderabad,22
136,Sedam,SEM,Gulbarga,Secunderabad,Secunderabad,22
137,Shankarpalli,SKP,Ranga Reddy,Secunderabad,Secunderabad,22
138,Singareni Colleries,SYI,Khammam,Secunderabad,Secunderabad,22
139,Sirpur Kaghaznagar,SKZR,Adilabad,Secunderabad,Secunderabad,22
140,Sirpur Town,SRUR,Adilabad,Secunderabad,Secunderabad,22
141,Sulehalli,SUH,Gulbarga,Secunderabad,Secunderabad,22
142,Sultanabad,STBD,Karimnagar,Secunderabad,Secunderabad,22
143,Tadakalpudi,TPY,Khammam,Secunderabad,Secunderabad,22
144,Tadla Pusapalli,TAA,Warangal,Secunderabad,Secunderabad,22
145,Tandur,TDU,Ranga Reddy,Secunderabad,Secunderabad,22
146,Tondalagopavaram,TNGM,Khammam,Secunderabad,Secunderabad,22
147,Udgir,UDGR,Latur,Secunderabad,Secunderabad,22
148,Uppal,OPL,Karimnagar,Secunderabad,Secunderabad,22
149,Vikarabad Junction,VKB,Ranga Reddy,Secunderabad,Secunderabad,22
150,Wadwal Nagnath,WDLN,Latur,Secunderabad,Secunderabad,22
151,Wangapalli,WP,Nalgonda,Secunderabad,Secunderabad,22
152,Warangal,WL,Warangal,Secunderabad,Secunderabad,22
153,Wihirgaon,VHGN,Chandrapur,Secunderabad,Secunderabad,22
154,Wirur,WIRR,Chandrapur,Secunderabad,Secunderabad,22
155,Yelgur,YGL,Warangal,Secunderabad,Secunderabad,22
156,Zahirabad,ZB,Medak,Secunderabad,Secunderabad,22
1,Ajjakolu,AJK,Mahbubnagar,Hyderabad,Secunderabad,23
2,Akanapet,AKE,Medak,Hyderabad,Secunderabad,23
3,Alampur Road,ALPR,Mahbubnagar,Hyderabad,Secunderabad,23
4,Alwal,ALW,Secunderabad,Hyderabad,Secunderabad,23
5,Ammuguda,AMQ,Secunderabad,Hyderabad,Secunderabad,23
6,Arepalli Halt,ARPL,Mahbubnagar,Hyderabad,Secunderabad,23
7,Arts College,ATC,Hyderabad,Hyderabad,Secunderabad,23
8,Balanagar,BABR,Mahbubnagar,Hyderabad,Secunderabad,23
9,Basar,BSX,Adilabad,Hyderabad,Secunderabad,23
10,Bhiknur,BKU,Nizamabad,Hyderabad,Secunderabad,23
11,Bodhan,BDHN,Nizamabad,Hyderabad,Secunderabad,23
12,Bogolu,BVO,Prakasam,Hyderabad,Secunderabad,23
13,Bolarum,BMO,Secunderabad,Hyderabad,Secunderabad,23
14,Bolarum Bazar,BOZ,Secunderabad,Hyderabad,Secunderabad,23
15,Bolsa,BLSA,Nanded,Hyderabad,Secunderabad,23
16,Brahmanapalli,BMPL,Medak,Hyderabad,Secunderabad,23
17,Budvel,BDVL,Hyderabad,Hyderabad,Secunderabad,23
18,Burgula,BRGL,Mahbubnagar,Hyderabad,Secunderabad,23
19,Candrabanda Halt,CDBH,Raichur,Hyderabad,Secunderabad,23
20,Cavalry Barracks,CVB,Secunderabad,Hyderabad,Secunderabad,23
21,Dabilpur,DBV,Ranga Reddy,Hyderabad,Secunderabad,23
22,Dabirpura,DQR,Hyderabad,Hyderabad,Secunderabad,23
23,Dayanand Nagar,DYE,Secunderabad,Hyderabad,Secunderabad,23
24,Devarkadra,DKC,Mahbubnagar,Hyderabad,Secunderabad,23
25,Dharmabad,DAB,Washim,Hyderabad,Secunderabad,23
26,Dichpalli,DHP,Nizamabad,Hyderabad,Secunderabad,23
27,Divitipalli,DTP,Mahbubnagar,Hyderabad,Secunderabad,23
28,Dokur,DKUR,Mahbubnagar,Hyderabad,Secunderabad,23
29,Dupadu,DUU,Kurnool,Hyderabad,Secunderabad,23
30,Fakrabad,FKB,Nizamabad,Hyderabad,Secunderabad,23
31,Falaknuma,FM,Hyderabad,Hyderabad,Secunderabad,23
32,Gadwal Junction,GWD,Mahbubnagar,Hyderabad,Secunderabad,23
33,Gollapalli,GLY,Mahbubnagar,Hyderabad,Secunderabad,23
34,Gowdavalli,GWV,Ranga Reddy,Hyderabad,Secunderabad,23
35,Gundla Pochampally,GDPL,Ranga Reddy,Hyderabad,Secunderabad,23
36,HBL Nagar,HBLN,Mahbubnagar,Hyderabad,Secunderabad,23
37,Huppuguda,HPG,Hyderabad,Hyderabad,Secunderabad,23
38,Indalvai,IDL,Nizamabad,Hyderabad,Secunderabad,23
39,Itikyala,IKI,Mahbubnagar,Hyderabad,Secunderabad,23
40,Jadcherla,JCL,Mahbubnagar,Hyderabad,Secunderabad,23
41,Jamai Osmania,JOO,Hyderabad,Hyderabad,Secunderabad,23
42,Jankampet Junction,JKM,Nizamabad,Hyderabad,Secunderabad,23
43,Kacheguda,KCG,Hyderabad,Hyderabad,Secunderabad,23
44,Kamareddi,KMC,Nizamabad,Hyderabad,Secunderabad,23
45,Karkheli,KEK,Nanded,Hyderabad,Secunderabad,23
46,Kaukuntla,KQQ,Mahbubnagar,Hyderabad,Secunderabad,23
47,Konnur,KONN,Mahbubnagar,Hyderabad,Secunderabad,23
48,Kotakadra,KTKA,Mahbubnagar,Hyderabad,Secunderabad,23
49,Kotla,KOLA,Kurnool,Hyderabad,Secunderabad,23
50,Kottur,KOTT,Mahbubnagar,Hyderabad,Secunderabad,23
51,Kuchavaram,KUCH,Ranga Reddy,Hyderabad,Secunderabad,23
52,Kurnool City,KRNT,Kurnool,Hyderabad,Secunderabad,23
53,Kurumurthi,KXI,Mahbubnagar,Hyderabad,Secunderabad,23
54,Lalaguda Gate,LGDH,Secunderabad,Hyderabad,Secunderabad,23
55,Mahbubnagar,MBNR,Mahbubnagar,Hyderabad,Secunderabad,23
56,Mahbubnagar Town Halt,MHBT,Mahbubnagar,Hyderabad,Secunderabad,23
57,Malakpet,MXT,Hyderabad,Hyderabad,Secunderabad,23
58,Malkajgiri Junction,MJF,Secunderabad,Hyderabad,Secunderabad,23
59,Manoharabad,MOB,Medak,Hyderabad,Secunderabad,23
60,Manopad,MOA,Mahbubnagar,Hyderabad,Secunderabad,23
61,Manyamkonda,MQN,Mahbubnagar,Hyderabad,Secunderabad,23
62,Masaipet,ME,Medak,Hyderabad,Secunderabad,23
63,Medchal,MED,Ranga Reddy,Hyderabad,Secunderabad,23
64,Mirzapalli,MZL,Medak,Hyderabad,Secunderabad,23
65,Navipet,NVT,Nizamabad,Hyderabad,Secunderabad,23
66,Nizamabad,NZB,Nizamabad,Hyderabad,Secunderabad,23
67,NPA Shivram Pally,NSVP,Hyderabad,Hyderabad,Secunderabad,23
68,Palata Potaram,PAPM,Medak,Hyderabad,Secunderabad,23
69,Panduranga Swamy Road,PASR,Mahbubnagar,Hyderabad,Secunderabad,23
70,Peddadinne,PDNA,Mahbubnagar,Hyderabad,Secunderabad,23
71,Poodoor,PDO,Mahbubnagar,Hyderabad,Secunderabad,23
72,Priyadarshini Jurala Project Road,PJPR,Mahbubnagar,Hyderabad,Secunderabad,23
73,Rajapur,RJAP,Mahbubnagar,Hyderabad,Secunderabad,23
74,Ramakistapuram Gate,RKO,Secunderabad,Hyderabad,Secunderabad,23
75,Ranga Reddy Guda,RRGA,Mahbubnagar,Hyderabad,Secunderabad,23
76,Safilguda,SFX,Secunderabad,Hyderabad,Secunderabad,23
77,Samarala Halt,SQE,Nanded,Hyderabad,Secunderabad,23
78,Shadnagar,SHNR,Mahbubnagar,Hyderabad,Secunderabad,23
79,Shakar Nagar,SKNR,Nizamabad,Hyderabad,Secunderabad,23
80,Shankapur Halt,SNPH,Nizamabad,Hyderabad,Secunderabad,23
81,Shelgaon Halt,SLGH,Nanded,Hyderabad,Secunderabad,23
82,Sirnapalli,SCP,Nizamabad,Hyderabad,Secunderabad,23
83,Sitafalmandi,STPD,Secunderabad,Hyderabad,Secunderabad,23
84,Sitafalmandi B Cabin,STDB,Secunderabad,Hyderabad,Secunderabad,23
85,Sivungaon,SVN,Nanded,Hyderabad,Secunderabad,23
86,Sri Bala Brahmeswara Jogulamba Halt,SBBJ,Mahbubnagar,Hyderabad,Secunderabad,23
87,Srinivasa Nagar,SHAN,Medak,Hyderabad,Secunderabad,23
88,Sriramnagar,SRNR,Mahbubnagar,Hyderabad,Secunderabad,23
89,Talmadla,TMD,Nizamabad,Hyderabad,Secunderabad,23
90,Timmapur,TMX,Mahbubnagar,Hyderabad,Secunderabad,23
91,Tippapur,THPR,Nizamabad,Hyderabad,Secunderabad,23
92,Ulindakonda,UKD,Kurnool,Hyderabad,Secunderabad,23
93,Umdanagar,UR,Hyderabad,Hyderabad,Secunderabad,23
94,Umri,UMRI,Nanded,Hyderabad,Secunderabad,23
95,Uppalavai,UPW,Nizamabad,Hyderabad,Secunderabad,23
96,Veldurti,VDI,Kurnool,Hyderabad,Secunderabad,23
97,Vidya Nagar,VAR,Hyderabad,Hyderabad,Secunderabad,23
98,Wadiaram,WDR,Medak,Hyderabad,Secunderabad,23
99,Wanparti Road,WPR,Mahbubnagar,Hyderabad,Secunderabad,23
100,Yakutpura,YKA,Hyderabad,Hyderabad,Secunderabad,23
101,Yedapalli,YDP,Nizamabad,Hyderabad,Secunderabad,23
102,Yenugonda,YNG,Mahbubnagar,Hyderabad,Secunderabad,23
1,Akividu,AKVD,West Godavari,Vijayawada,Secunderabad,24
2,Alluru Road,AXR,Krishna,Vijayawada,Secunderabad,24
3,Ammanabrolu,ANB,Prakasam,Vijayawada,Secunderabad,24
4,Anakapalle,AKP,Visakhapatnam,Vijayawada,Secunderabad,24
5,Anaparti,APT,East Godavari,Vijayawada,Secunderabad,24
6,Annavaram,ANV,East Godavari,Vijayawada,Secunderabad,24
7,Appikatla,APL,Guntur,Vijayawada,Secunderabad,24
8,Aravalli,AVLI,West Godavari,Vijayawada,Secunderabad,24
